scenario_id,scenario_kind,sensitivity_axis,industry_code,growth_yoy_pct,d_h_pp,S_h,D_identity,D_light,D_medium,D_severe,identity_multiplier,light_multiplier,medium_multiplier,severe_multiplier,c_pp,rho,lambda_severe,unknown_policy,unknown_S_value,known_S_p50_value,growth_source_url,source_release_date,source_period,source_standard,source_status,source_interpretation,parameter_source,duration_assumption,lgd,funding_cost_rate
sensitivity_c_pp_60p0,single_factor,c_pp,unknown,,35.3,0.5883333333333333,0.0,0.29416666666666663,0.5883333333333333,0.8824999999999998,1.0,1.0735416666666666,1.1470833333333332,1.220625,60.0,0.25,1.5,max_known_S,0.5883333333333333,0.15666666666666668,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,modeling_assumption_derived_policy,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_c_pp_60p0,single_factor,c_pp,wholesale_retail,-17.8,17.8,0.2966666666666667,0.0,0.14833333333333334,0.2966666666666667,0.44500000000000006,1.0,1.0370833333333334,1.0741666666666667,1.11125,60.0,0.25,1.5,max_known_S,0.5883333333333333,0.15666666666666668,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,accommodation_catering,-35.3,35.3,0.8825,0.0,0.44125,0.8825,1.0,1.0,1.1103125,1.220625,1.25,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,agriculture,-2.8,2.8,0.06999999999999999,0.0,0.034999999999999996,0.06999999999999999,0.10499999999999998,1.0,1.00875,1.0175,1.02625,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,construction,-17.5,17.5,0.4375,0.0,0.21875,0.4375,0.65625,1.0,1.0546875,1.109375,1.1640625,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,finance,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,information_software_it,13.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,leasing_business_services,-9.4,9.4,0.23500000000000001,0.0,0.11750000000000001,0.23500000000000001,0.35250000000000004,1.0,1.029375,1.05875,1.088125,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,manufacturing_industry,-10.2,10.2,0.255,0.0,0.1275,0.255,0.3825,1.0,1.031875,1.06375,1.095625,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,other_services,-1.8,1.8,0.045,0.0,0.0225,0.045,0.0675,1.0,1.005625,1.01125,1.016875,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,real_estate,-6.1,6.1,0.1525,0.0,0.07625,0.1525,0.22875,1.0,1.0190625,1.038125,1.0571875,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,transport_storage_post,-14.0,14.0,0.35,0.0,0.175,0.35,0.5249999999999999,1.0,1.04375,1.0875,1.13125,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,unknown,,35.3,0.8825,0.0,0.44125,0.8825,1.0,1.0,1.1103125,1.220625,1.25,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,modeling_assumption_derived_policy,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p02,single_factor,funding_cost_rate,wholesale_retail,-17.8,17.8,0.445,0.0,0.2225,0.445,0.6675,1.0,1.055625,1.11125,1.166875,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.02
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,accommodation_catering,-35.3,35.3,0.8825,0.0,0.44125,0.8825,1.0,1.0,1.1103125,1.220625,1.25,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,agriculture,-2.8,2.8,0.06999999999999999,0.0,0.034999999999999996,0.06999999999999999,0.10499999999999998,1.0,1.00875,1.0175,1.02625,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,construction,-17.5,17.5,0.4375,0.0,0.21875,0.4375,0.65625,1.0,1.0546875,1.109375,1.1640625,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,finance,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,information_software_it,13.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,leasing_business_services,-9.4,9.4,0.23500000000000001,0.0,0.11750000000000001,0.23500000000000001,0.35250000000000004,1.0,1.029375,1.05875,1.088125,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,manufacturing_industry,-10.2,10.2,0.255,0.0,0.1275,0.255,0.3825,1.0,1.031875,1.06375,1.095625,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,other_services,-1.8,1.8,0.045,0.0,0.0225,0.045,0.0675,1.0,1.005625,1.01125,1.016875,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,real_estate,-6.1,6.1,0.1525,0.0,0.07625,0.1525,0.22875,1.0,1.0190625,1.038125,1.0571875,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,transport_storage_post,-14.0,14.0,0.35,0.0,0.175,0.35,0.5249999999999999,1.0,1.04375,1.0875,1.13125,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,unknown,,35.3,0.8825,0.0,0.44125,0.8825,1.0,1.0,1.1103125,1.220625,1.25,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,modeling_assumption_derived_policy,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_funding_cost_rate_0p04,single_factor,funding_cost_rate,wholesale_retail,-17.8,17.8,0.445,0.0,0.2225,0.445,0.6675,1.0,1.055625,1.11125,1.166875,40.0,0.25,1.5,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.04
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,accommodation_catering,-35.3,35.3,0.8825,0.0,0.44125,0.8825,0.9928125,1.0,1.1103125,1.220625,1.248203125,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,agriculture,-2.8,2.8,0.06999999999999999,0.0,0.034999999999999996,0.06999999999999999,0.07874999999999999,1.0,1.00875,1.0175,1.0196875,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,construction,-17.5,17.5,0.4375,0.0,0.21875,0.4375,0.4921875,1.0,1.0546875,1.109375,1.123046875,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,finance,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,information_software_it,13.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,leasing_business_services,-9.4,9.4,0.23500000000000001,0.0,0.11750000000000001,0.23500000000000001,0.264375,1.0,1.029375,1.05875,1.06609375,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,manufacturing_industry,-10.2,10.2,0.255,0.0,0.1275,0.255,0.286875,1.0,1.031875,1.06375,1.07171875,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,other_services,-1.8,1.8,0.045,0.0,0.0225,0.045,0.050624999999999996,1.0,1.005625,1.01125,1.01265625,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,real_estate,-6.1,6.1,0.1525,0.0,0.07625,0.1525,0.1715625,1.0,1.0190625,1.038125,1.042890625,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,transport_storage_post,-14.0,14.0,0.35,0.0,0.175,0.35,0.39375,1.0,1.04375,1.0875,1.0984375,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,unknown,,35.3,0.8825,0.0,0.44125,0.8825,0.9928125,1.0,1.1103125,1.220625,1.248203125,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,modeling_assumption_derived_policy,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p125,single_factor,lambda_severe,wholesale_retail,-17.8,17.8,0.445,0.0,0.2225,0.445,0.500625,1.0,1.055625,1.11125,1.12515625,40.0,0.25,1.125,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,accommodation_catering,-35.3,35.3,0.8825,0.0,0.44125,0.8825,1.0,1.0,1.1103125,1.220625,1.25,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,agriculture,-2.8,2.8,0.06999999999999999,0.0,0.034999999999999996,0.06999999999999999,0.13124999999999998,1.0,1.00875,1.0175,1.0328125,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,construction,-17.5,17.5,0.4375,0.0,0.21875,0.4375,0.8203125,1.0,1.0546875,1.109375,1.205078125,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,finance,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,information_software_it,13.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,leasing_business_services,-9.4,9.4,0.23500000000000001,0.0,0.11750000000000001,0.23500000000000001,0.44062500000000004,1.0,1.029375,1.05875,1.11015625,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,manufacturing_industry,-10.2,10.2,0.255,0.0,0.1275,0.255,0.478125,1.0,1.031875,1.06375,1.11953125,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,other_services,-1.8,1.8,0.045,0.0,0.0225,0.045,0.08437499999999999,1.0,1.005625,1.01125,1.02109375,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,real_estate,-6.1,6.1,0.1525,0.0,0.07625,0.1525,0.2859375,1.0,1.0190625,1.038125,1.071484375,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
sensitivity_lambda_severe_1p875,single_factor,lambda_severe,transport_storage_post,-14.0,14.0,0.35,0.0,0.175,0.35,0.65625,1.0,1.04375,1.0875,1.1640625,40.0,0.25,1.875,max_known_S,0.8825,0.23500000000000001,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,official_growth_plus_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,0.5,0.03
